data,time,sex,age,wings,weigh,ELL,PNW,eggs
08.08.90,3,m,3,1,"160,1","9,8","4,5",0
09.08.90,1,m,3,1,"174,3","9,4","4,6",0
09.08.90,2,m,3,1,"194,6","10,0","4,7",0
09.08.90,3,m,3,1,"160,0","9,5","4,5",0
09.08.90,3,m,3,1,"189,3","10,2","4,7",0
10.08.90,1,m,3,1,"241,3","10,8","5,1",0
10.08.90,3,f,3,1,"261,2","10,6","4,7",22
11.08.90,1,m,3,1,"199,2","10,5","4,7",0
11.08.90,3,m,3,1,"170,0","9,8","4,4",0
11.08.90,3,f,3,1,"261,2","10,6","4,7",21
12.08.90,1,m,3,1,"194,4","10,5","4,5",0
12.08.90,1,m,3,1,"89,3","10,4","4,5",0
12.08.90,2,m,3,1,"178,3","9,7","4,3",0
12.08.90,3,m,3,1,"194,8","10,2","4,7",0
14.08.90,1,m,3,1,"200,5","10,2","4,6",0
14.08.90,1,m,3,1,"188,6","10,3","4,6",0
14.08.90,2,m,3,1,"206,7","10,2","4,4",0
15.08.90,1,m,3,1,"146,6","9,5","4,2",0
15.08.90,1,m,3,1,"131,2","9,0","4,8",0
15.08.90,2,m,3,1,"211,8","10,8","4,7",0
15.08.90,3,m,3,1,"195,4","10,2","4,7",0
15.08.90,3,m,3,1,"176,3","9,7","4,6",0
16.08.90,1,f,3,1,"300,4","11,2","5,7",10
16.08.90,1,m,3,1,"193,4","10,2","4,7",0
16.08.90,1,m,3,1,"177,9","8,8","4,4",0
16.08.90,3,m,3,1,"199,1","9,7","4,8",0
17.08.90,1,m,3,1,"196,2","10,2","4,9",0
18.08.90,1,m,3,1,"184,2","9,8","4,3",0
18.08.90,1,m,3,1,"246,2","11,2","5,1",0
19.08.90,1,f,3,1,"253,2","10,3","4,7",14
19.08.90,1,m,3,1,"200,8","10,2","4,8",0
19.08.90,3,m,3,1,"177,3","10,1","4,3",0
21.08.90,3,m,3,1,"151,3","9,3","4,6",0
21.08.90,3,m,3,1,"234,9","11,3","4,8",0
23.08.90,3,m,3,1,"211,4","8,8","4,8",0
23.08.90,3,m,3,1,"152,9","9,0","4,3",0
23.08.90,3,f,4,1,"306,4","11,1","5,6",0
23.08.90,3,m,3,1,"205,2","10,0","4,9",0
24.08.90,1,m,3,1,"185,4","10,1","4,6",0
24.08.90,1,m,3,1,"215,0","10,5","4,8",0
25.08.90,3,f,3,1,"250,0","10,7","4,9",16
26.08.90,3,f,3,1,"244,5","10,8","4,7",14
26.08.90,3,m,3,1,"183,2","9,5","4,5",0
28.08.90,3,m,3,1,"200,2","10,4","4,7",0
29.08.90,3,f,3,1,"207,2","10,2","4,4",2
30.08.90,2,m,2,1,"176,8","9,9","4,2",0
06.09.90,1,m,2,1,"182,2","10,7","4,5",0
06.06.90,3,m,3,1,"205,4","11,0","4,9",0
19.06.90,3,f,3,1,"324,2","11,3","5,1",32
20.06.90,1,f,3,1,"285,8","11,0","4,8",10
21.06.90,1,f,3,1,"312,4","11,7","5,1",22
23.06.90,3,m,3,1,"152,3","9,9","4,4",0
26.06.90,1,m,3,1,"195,5","10,7","4,8",0
26.06.90,3,m,3,1,"183,0","9,6","4,6",0
26.06.90,3,m,3,1,"196,8","9,9","4,7",0
27.06.90,1,f,4,1,"304,2","10,2","5,0",0
27.06.90,3,f,3,1,"292,2","10,9","4,9",21
29.06.90,1,m,3,1,"191,2","10,3","4,4",0
29.06.90,1,m,3,1,"197,0","10,6","4,6",0
01.07.90,3,m,1,1,"0,0","10,0","4,9",0
02.07.90,3,f,1,1,"143,8","11,0","4,7",0
03.07.90,3,f,1,1,"205,7","10,9","5,2",0
04.07.90,1,m,1,1,"175,2","10,6","4,7",0
04.07.90,3,m,1,1,"199,7","10,4","4,6",0
05.07.90,1,f,2,1,"196,2","10,5","4,3",0
05.07.90,1,f,1,1,"206,5","10,9","4,9",0
05.07.90,2,m,1,1,"181,2","10,7","4,5",0
05.07.90,2,f,1,1,"168,3","10,8","4,7",0
05.07.90,3,f,1,1,"170,0","11,0","4,8",0
05.07.90,3,f,1,1,"228,3","11,2","4,9",0
05.07.90,3,f,1,1,"163,0","10,4","4,7",0
05.07.90,3,f,1,1,"193,0","10,3","5,1",0
05.07.90,3,f,2,1,"244,5","11,0","4,9",0
06.07.90,1,f,1,1,"197,3","11,0","4,7",0
06.07.90,1,m,2,1,"183,2","11,0","4,8",0
06.07.90,3,f,1,1,"217,2","11,0","5,1",0
06.07.90,3,m,2,1,"222,3","10,3","4,7",0
07.07.90,1,m,1,1,"165,2","10,6","4,6",0
07.07.90,1,m,1,1,"165,0","9,8","4,4",0
07.07.90,3,m,2,1,"161,0","10,3","4,7",0
07.07.90,3,m,1,1,"107,2","10,4","4,7",0
07.07.90,3,f,1,1,"150,2","10,0","4,5",0
07.07.90,3,m,1,1,"185,0","10,4","4,8",0
08.07.90,1,f,3,1,"370,0","11,7","5,1",27
08.07.90,1,f,2,1,"182,4","10,3","4,4",0
08.07.90,1,m,1,1,"173,8","10,3","4,3",0
08.07.90,1,m,1,1,"147,8","10,2","4,5",0
08.07.90,2,f,1,1,"178,2","10,7","4,8",0
08.07.90,2,m,1,1,"198,0","10,6","4,7",0
08.07.90,2,m,1,1,"138,2","10,0","4,5",0
09.07.90,2,f,2,1,"204,2","11,0","4,9",0
10.07.90,3,f,3,1,"342,6","11,8","5,2",27
10.07.90,3,f,2,1,"218,2","11,0","4,8",0
11.07.90,1,f,2,1,"203,4","10,9","4,8",0
11.07.90,1,f,2,1,"232,8","11,2","5,1",0
11.07.90,3,m,2,1,"179,4","9,8","4,4",0
11.07.90,3,f,2,1,"153,2","10,0","4,4",0
11.07.90,3,f,2,1,"186,7","10,4","4,7",0
12.07.90,3,m,2,1,"183,3","10,2","4,5",0
13.07.90,1,m,2,1,"203,2","10,3","4,6",0
13.07.90,3,f,2,1,"252,8","11,0","5,1",0
13.07.90,3,m,2,1,"166,2","9,2","4,5",0
13.07.90,3,f,2,1,"234,8","10,4","5,0",0
13.07.90,3,f,2,1,"234,9","10,4","5,2",0
14.07.90,1,m,2,1,"153,9","10,5","4,6",0
14.07.90,1,f,4,1,"219,1","10,4","5,0",0
14.07.90,2,f,4,1,"232,9","10,2","5,1",0
14.07.90,2,m,2,1,"151,1","10,0","4,7",0
14.07.90,3,m,2,1,"160,1","10,3","4,8",0
14.07.90,3,m,2,1,"194,8","10,2","4,8",0
15.07.90,1,m,3,1,"231,9","10,1","4,7",0
16.07.90,1,f,2,1,"234,8","11,3","5,7",0
16.07.90,1,m,2,1,"194,9","9,8","4,7",0
16.07.90,3,f,2,1,"222,7","10,0","4,8",0
16.07.90,3,f,2,1,"194,1","9,9","4,7",0
16.07.90,3,m,3,1,"147,4","9,0","4,3",0
16.07.90,3,f,2,1,"200,0","9,8","4,9",0
16.07.90,3,m,3,1,"191,4","10,4","5,0",0
17.07.90,3,f,2,1,"261,0","11,1","5,5",0
17.07.90,1,m,3,1,"201,0","10,1","4,7",0
17.07.90,1,m,3,1,"173,1","9,0","4,3",0
17.07.90,1,f,2,1,"151,3","9,2","4,7",0
18.07.90,1,f,2,1,"236,9","10,6","5,2",0
18.07.90,2,m,2,1,"157,4","10,5","5,1",0
19.07.90,1,f,2,1,"204,0","9,5","4,8",0
19.07.90,3,m,3,1,"231,2","10,9","4,9",0
19.07.90,3,f,3,1,"276,1","10,4","5,2",13
19.07.90,3,f,3,1,"256,1","10,4","5,2",11
19.07.90,3,m,3,1,"195,6","10,0","4,9",0
19.07.90,3,f,2,1,"225,1","11,0","5,0",0
20.07.90,1,m,3,1,"152,9","9,0","4,3",0
20.07.90,1,f,3,1,"216,2","10,8","5,3",14
21.07.90,1,m,2,1,"138,3","9,1","4,2",0
21.07.90,1,f,2,1,"245,0","10,1","4,6",0
21.07.90,3,m,2,1,"236,5","10,3","4,7",0
21.07.90,3,m,3,1,"167,8","9,8","4,6",0
21.07.90,3,m,3,1,"175,6","0,6","4,5",0
21.07.90,3,f,2,1,"246,2","10,4","5,1",0
21.07.90,3,m,3,1,"228,2","10,6","5,1",0
21.07.90,3,m,3,1,"178,9","9,6","4,5",0
22.07.90,1,m,3,1,"141,9","8,7","4,5",0
22.07.90,1,m,4,1,"186,4","10,1","4,6",0
23.07.90,1,m,2,1,"191,1","9,9","5,0",0
23.07.90,1,m,3,1,"208,3","10,1","5,0",0
23.07.90,1,f,2,1,"281,0","10,6","5,3",24
23.07.90,3,m,3,1,"193,8","10,1","4,7",0
23.07.90,3,m,3,1,"187,0","9,9","4,9",0
23.07.90,3,f,3,1,"263,2","10,5","5,2",5
24.07.90,1,m,3,1,"211,4","10,2","4,8",0
24.07.90,3,m,3,1,"187,3","10,1","4,8",0
25.07.90,1,m,3,1,"191,3","10,3","4,5",0
25.07.90,1,m,3,1,"205,2","10,5","4,8",0
25.07.90,1,f,2,1,"249,6","10,8","5,3",0
25.07.90,1,f,3,2,"250,8","10,7","4,9",11
25.07.90,1,f,3,1,"325,7","11,3","5,3",15
25.07.90,1,m,3,1,"220,5","9,5","5,1",0
25.07.90,3,f,3,1,"293,6","10,6","5,0",23
25.07.90,3,m,3,1,"199,2","9,8","4,7",0
26.07.90,1,m,3,1,"182,4","0,8","4,7",0
26.07.90,1,f,3,1,"265,3","10,3","5,0",14
26.07.90,1,m,2,1,"202,0","9,8","4,7",0
27.07.90,1,f,4,1,"181,9","10,3","5,0",0
27.07.90,1,m,0,1,"0,0","0,0","0,0",0
27.07.90,3,m,3,1,"168,0","9,2","4,3",0
27.07.90,3,m,3,1,"127,2","8,9","4,1",0
27.07.90,3,m,3,1,"184,9","10,0","4,7",0
29.07.90,1,f,3,1,"228,4","11,3","5,2",0
29.07.90,1,m,3,1,"222,3","10,5","4,7",0
29.07.90,1,m,3,1,"199,5","10,2","5,0",0
29.07.90,1,m,3,1,"224,1","10,7","5,2",0
29.07.90,3,m,3,1,"198,7","10,3","4,7",0
29.07.90,3,m,3,1,"199,2","10,3","4,7",0
29.07.90,3,m,3,1,"196,4","10,3","4,8",0
30.07.90,1,m,3,1,"173,4","10,3","4,5",0
30.07.90,3,m,3,1,"186,6","10,2","4,5",0
30.07.90,3,f,3,1,"261,5","10,7","5,0",27
30.07.90,3,m,3,1,"220,7","11,1","4,7",0
31.07.90,1,m,3,1,"161,6","9,7","4,3",0
31.07.90,1,f,3,1,"403,3","11,4","5,2",11
31.07.90,3,m,3,1,"149,4","9,5","4,5",0
31.07.90,3,m,3,1,"232,3","11,0","5,0",0
31.07.90,3,m,3,1,"203,2","10,4","4,6",0
01.08.90,1,f,3,1,"123,5","9,6","4,6",13
01.08.90,1,f,3,1,"324,7","11,3","5,1",15
01.08.90,3,f,2,1,"183,8","10,0","4,7",0
01.08.90,3,m,3,1,"148,0","9,5","4,2",0
02.08.90,2,m,3,1,"181,2","10,2","4,5",0
02.08.90,3,f,3,1,"309,4","10,6","4,5",7
03.08.90,1,f,3,1,"234,6","10,1","4,8",17
03.08.90,1,m,3,1,"173,5","10,0","4,3",0
03.08.90,2,f,3,1,"331,4","11,3","4,9",11
03.08.90,3,m,3,1,"153,3","9,3","4,3",0
03.08.90,3,f,3,1,"250,4","11,0","4,8",12
04.08.90,3,m,3,1,"182,3","10,1","4,7",0
04.08.90,3,m,3,1,"150,2","9,4","4,3",0
05.08.90,1,m,3,1,"184,2","10,1","4,5",0
05.08.90,1,f,3,1,"285,0","10,5","4,7",16
05.08.90,1,f,3,1,"265,7","10,3","5,0",18
05.08.90,2,m,3,1,"165,0","9,7","4,3",0
05.08.90,3,m,3,1,"315,2","11,6","5,2",18
05.08.90,3,m,3,1,"194,2","9,8","4,7",0
05.08.90,3,m,3,1,"221,2","10,2","5,0",0
05.08.90,3,f,3,1,"365,3","11,0","5,4",29
05.08.90,3,f,3,1,"348,9","9,5","5,1",32
06.08.90,1,m,3,1,"190,8","9,8","4,7",0
06.08.90,2,m,3,1,"178,1","9,9","4,3",0
06.08.90,2,f,3,1,"332,9","9,7","4,4",17
06.08.90,3,m,3,1,"167,3","8,9","4,7",0
06.08.90,3,m,3,1,"189,1","8,7","4,6",0
07.08.90,1,m,3,1,"153,0","9,2","4,4",0
07.08.90,2,f,3,1,"338,2","11,1","5,2",1
07.08.90,2,f,3,1,"185,7","9,6","4,7",0
07.08.90,2,m,3,1,"179,2","9,8","4,5",0
07.08.90,3,m,3,1,"150,1","9,1","4,5",0
07.08.90,3,f,3,1,"231,5","9,1","4,4",7
07.08.90,3,m,3,1,"165,2","8,9","4,6",0
08.08.90,1,m,3,1,"188,3","9,3","4,7",0
08.08.90,1,m,3,1,"195,8","9,5","4,6",0
08.08.90,3,f,3,1,"239,9","10,2","5,0",14
08.08.90,3,m,3,1,"205,4","10,3","4,9",0
09.08.90,2,m,3,1,"208,4","10,3","4,8",0
09.08.90,2,f,3,1,"252,7","10,4","4,9",14
10.08.90,1,m,3,1,"168,6","9,6","4,5",0
10.08.90,1,m,3,1,"242,4","10,5","4,9",0
10.08.90,1,m,3,1,"222,0","10,3","4,8",0
10.08.90,1,m,3,1,"205,1","10,1","4,7",0
10.08.90,2,m,3,1,"165,4","10,1","4,4",0
10.08.90,3,m,3,1,"184,8","10,5","4,6",0
11.08.90,1,m,3,1,"231,2","10,8","4,9",0
11.08.90,1,m,3,1,"172,4","10,4","4,2",0
11.08.90,1,m,3,1,"203,2","10,1","4,5",0
11.08.90,1,m,3,1,"200,2","9,8","4,7",0
11.08.90,1,f,3,1,"373,8","11,3","5,2",13
11.08.90,3,m,3,1,"182,3","10,7","4,6",0
11.08.90,3,m,3,1,"196,4","10,6","4,6",0
11.08.90,3,f,3,1,"218,6","9,9","4,4",10
11.08.90,3,m,3,3,"153,5","9,8","4,2",0
12.08.90,1,m,3,1,"203,3","10,0","4,6",0
12.08.90,2,m,3,1,"181,4","10,4","4,4",0
12.08.90,3,m,3,1,"181,3","10,0","4,6",0
12.08.90,3,m,3,1,"178,4","10,1","4,4",0
12.08.90,3,m,3,1,"185,4","10,2","4,5",0
12.08.90,3,m,3,1,"193,5","10,5","4,7",0
12.08.90,3,m,3,1,"206,4","10,4","4,8",0
12.08.90,3,m,3,1,"176,3","10,3","4,6",0
12.08.90,3,m,3,1,"152,4","9,8","4,2",0
12.08.90,3,m,3,1,"202,5","10,3","4,7",0
12.08.90,3,m,3,1,"224,6","10,8","4,7",0
13.08.90,1,f,3,1,"356,4","11,0","4,8",20
13.08.90,3,m,3,1,"208,2","10,6","4,9",0
13.08.90,3,m,3,1,"175,0","10,2","4,7",0
14.08.90,1,m,3,1,"167,2","9,5","4,4",0
14.08.90,2,m,3,1,"203,8","10,8","4,8",0
14.08.90,3,m,3,1,"181,6","10,3","4,3",0
15.08.90,1,m,3,1,"208,4","10,4","4,8",0
15.08.90,3,m,3,1,"210,3","10,2","5,2",0
15.08.90,3,m,3,1,"213,8","11,3","4,9",0
15.08.90,3,m,3,1,"173,9","9,4","4,4",0
16.08.90,1,m,3,1,"184,2","9,6","4,6",0
16.08.90,1,m,3,1,"205,6","10,2","4,8",0
16.08.90,1,m,3,1,"190,2","10,2","4,9",0
16.08.90,3,f,3,1,"240,2","10,6","5,0",5
17.08.90,2,m,3,1,"200,2","10,8","4,7",0
17.08.90,2,f,3,1,"291,8","11,3","4,8",21
17.08.90,3,m,3,1,"182,2","10,1","4,6",0
18.08.90,2,m,3,1,"193,6","10,2","4,6",0
18.08.90,2,m,3,1,"191,5","10,7","4,9",0
18.08.90,3,m,3,1,"196,5","10,7","4,6",0
19.08.90,1,f,3,1,"216,2","10,3","4,5",10
19.08.90,1,m,3,1,"204,2","10,4","4,7",0
19.08.90,2,m,3,1,"192,8","10,1","4,4",0
19.08.90,2,m,3,1,"182,0","10,1","4,7",0
19.08.90,3,m,3,1,"138,2","9,3","4,0",0
19.08.90,3,m,3,1,"174,2","10,0","4,5",0
20.08.90,1,m,3,1,"204,8","10,5","4,3",0
21.08.90,1,m,3,1,"185,0","10,6","4,7",0
21.08.90,1,m,3,1,"171,2","9,7","4,5",0
21.08.90,3,f,3,1,"232,4","9,7","5,0",11
22.08.90,1,m,3,1,"179,2","9,4","4,9",0
22.08.90,3,f,3,1,"256,8","10,1","5,0",16
22.08.90,3,m,3,1,"180,7","9,7","4,4",0
22.08.90,3,f,3,1,"246,9","10,3","4,7",9
22.08.90,3,m,3,1,"195,9","10,1","4,8",0
23.08.90,1,m,3,1,"177,1","9,8","4,8",0
23.08.90,1,m,3,1,"242,3","10,1","5,0",0
23.08.90,1,m,3,1,"210,8","9,8","4,8",0
23.08.90,3,m,0,1,"0,0","0,0","0,0",0
24.08.90,1,m,3,1,"162,4","9,5","4,4",0
24.08.90,3,m,4,1,"178,3","10,1","4,8",0
25.08.90,2,m,3,1,"205,4","10,7","4,8",0
26.08.90,1,f,3,1,"221,2","11,0","4,9",3
27.08.90,1,f,3,1,"289,0","11,2","4,9",19
29.08.90,1,f,3,1,"262,5","10,7","4,7",16
30.08.90,3,m,2,1,"214,4","10,7","4,7",0
